record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
223,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No,No,Yes,No
224,Yes,No,No,13 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
225,Yes,No,No,13 years old,Male,0 times,1 time,Rarely,0,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
226,Yes,No,Yes,13 years old,Female,0 times,0 times,Most of the time,3 or more,6 to 9 days,Most of the time,Sometimes,Yes,Yes,No,No,No
227,No,No,Yes,13 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes,Most of the time,No,No,No,No,No
228,No,Yes,No,13 years old,Female,1 time,0 times,Rarely,0,0 days,Sometimes,Most of the time,No,No, , , 
229,Yes,Yes,Yes,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
230,No,No,Yes,13 years old,Male,0 times,0 times,Most of the time,3 or more,6 to 9 days,Always,Always,Yes,Yes, , , 
231,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Rarely,No,No, , , 
232,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
233,No,Yes,Yes,13 years old,Male,1 time,1 time,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No,No,Yes,No
234,Yes,Yes,Yes,14 years old,Female,1 time,4 or 5 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes, , , 
235,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
236,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Most of the time,No,No,No,No,No
237,No,Yes,No,14 years old,Male,2 or 3 times,1 time,Most of the time,2,6 to 9 days,Sometimes,Sometimes,Yes,Yes,No,No,No
238,Yes,Yes,No,13 years old,Female,0 times,4 or 5 times,Always,3 or more,0 days,Always,Always,Yes,No,No,Yes,No
239,Yes,No,Yes,13 years old,Female,0 times,0 times,Most of the time,3 or more, ,Sometimes,Rarely,Yes, ,No,Yes,No
240,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Most of the time,No,Yes,No,No,No
241,No,No,Yes,13 years old,Male,0 times,2 or 3 times,Most of the time,1,1 or 2 days,Most of the time,Most of the time,Yes,Yes,No,No,No
242,No,No,No,13 years old,Female,0 times,0 times,Sometimes,2,0 days,Always,Rarely,No,No,No,No,No
243,No,Yes,No,13 years old,Female,0 times,1 time,Rarely,1,0 days,Rarely,Most of the time,No,No,No,No,No
244,Yes,No,No,12 years old,Female,0 times,1 time,Most of the time,2,1 or 2 days,Sometimes,Most of the time,Yes,Yes,No,Yes,No
245,Yes,Yes,Yes,13 years old,Female,2 or 3 times,1 time,Rarely,2, ,Sometimes,Sometimes,No, ,No,Yes,No
246,No,Yes,No,13 years old,Female,1 time,0 times,Rarely,0,1 or 2 days,Most of the time,Never,No,Yes, , , 
247,No,No,Yes,13 years old,Male,0 times,0 times,Most of the time,1,1 or 2 days,Rarely,Rarely,Yes,Yes,No,No,No
248,Yes,No,No,13 years old,Female,1 time,0 times,Sometimes,3 or more,1 or 2 days,Always,Most of the time,No,Yes, , , 
249,No,No,Yes,13 years old,Female,0 times,0 times,Most of the time,3 or more,3 to 5 days,Always, ,Yes,Yes,No,No,No
250,No,Yes,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days, ,Most of the time,No,Yes, , , 
251,No,No,Yes,13 years old,Female,1 time,0 times,Rarely,1,3 to 5 days,Most of the time,Never,No,Yes,No,Yes,No
252,Yes,Yes,No,14 years old,Male,0 times,2 or 3 times,Rarely,1,1 or 2 days,Most of the time,Rarely,No,Yes,No,Yes,No
253,Yes,Yes,No,13 years old,Male,0 times,0 times,Most of the time,0,0 days,Most of the time,Always,Yes,No, , , 
254,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No, , , 
255,Yes,No,No,13 years old,Female,2 or 3 times,2 or 3 times,Sometimes,3 or more,3 to 5 days,Rarely,Never,No,Yes, , , 
256,Yes,No,No,13 years old,Female,0 times,0 times,Rarely,2,1 or 2 days,Always,Sometimes,No,Yes, , , 
257,No,No,No,13 years old,Female,1 time,0 times,Always,0,0 days,Rarely,Sometimes,Yes,No,Yes,No,No
258,Yes,No,Yes,13 years old,Female,0 times,0 times,Sometimes,2,6 to 9 days,Never,Rarely,No,Yes, , , 
259,Yes,No,No,13 years old,Female,0 times,1 time,Most of the time,1,3 to 5 days,Sometimes,Never,Yes,Yes, , , 
260,Yes,No,Yes,13 years old,Male,1 time,1 time,Sometimes,1,1 or 2 days,Sometimes,Always,No,Yes,No,No,No
261,Yes,No,No,13 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Never,No,No,No,No,No
262,Yes,No,No,13 years old,Female,2 or 3 times,2 or 3 times,Sometimes,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
263,Yes,Yes,Yes,13 years old,Male,0 times,1 time,Sometimes,0,1 or 2 days,Rarely,Sometimes,No,Yes,No,Yes,Yes
264,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Sometimes,Always,No,No,No,No,No
265,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Always,No,Yes,No,Yes,No
266,Yes,No,No,14 years old,Female,0 times,0 times,Sometimes, ,0 days,Rarely,Rarely,No,No,No,No,No
267,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
268,Yes,No,No,14 years old,Female,0 times,1 time,Most of the time,3 or more,1 or 2 days,Most of the time,Never,Yes,Yes,No,No,No
269,No,Yes,No,14 years old,Female,2 or 3 times,0 times,Sometimes,1,1 or 2 days,Most of the time,Sometimes,No,Yes, , , 
270,Yes,Yes,Yes,13 years old,Male,2 or 3 times,0 times,Rarely,0,0 days,Sometimes,Rarely,No,No,No,No,No
271,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Rarely,Rarely,Yes,Yes, , , 
272,No,No,Yes,13 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Most of the time,Always,Yes,No, , , 
273,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
274,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
275,No,Yes,No,13 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No, , , 
276,No,No,No,13 years old,Male,0 times,0 times,Never,1,0 days,Sometimes,Always,No,No,No,Yes,No
277,No,No,No,14 years old,Male,1 time,4 or 5 times,Always,0,0 days,Rarely,Rarely,Yes,No,No,Yes,Yes
278,Yes,Yes,Yes,13 years old,Male,2 or 3 times,2 or 3 times,Always,3 or more,1 or 2 days,Rarely,Never,Yes,Yes, , , 
279,No,Yes,No,13 years old,Male,0 times,8 or 9 times,Rarely,3 or more,0 days,Most of the time,Always,No,No, , , 
280,No,No,No,14 years old,Male,0 times,4 or 5 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
281,Yes,Yes,No,14 years old,Male,0 times,1 time,Rarely,1,3 to 5 days,Most of the time,Always,No,Yes,No,Yes,Yes
282,No,Yes,No,13 years old,Male,1 time,1 time,Most of the time,0,0 days,Most of the time,Always,Yes,No, , , 
283,No,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
284,No,No,No,14 years old,Female,0 times,0 times,Never,2,0 days,Rarely,Sometimes,No,No,No,No,No
285,Yes,No,Yes,14 years old,Female,0 times,4 or 5 times,Rarely,0,0 days,Rarely,Most of the time,No,No,No,Yes,Yes
286,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No, , , 
287,No,No,No,14 years old,Male,0 times,0 times,Most of the time,0,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,Yes,Yes
288,No,No,No,15 years old,Male,2 or 3 times,1 time,Sometimes,2,0 days,Never,Never,No,No,No,Yes,No
289,No,Yes,Yes,14 years old,Female,0 times,1 time,Most of the time,2,1 or 2 days,Most of the time,Rarely,Yes,Yes,No,Yes,No
290,No,Yes,Yes,15 years old,Male,2 or 3 times,1 time,Sometimes,2,6 to 9 days,Rarely,Sometimes,No,Yes,No,No,No
291,No,Yes,No,14 years old,Female,0 times,0 times,Rarely,0,1 or 2 days,Always,Sometimes,No,Yes,No,No,No
292,No,No,No,15 years old,Male,4 or 5 times,1 time,Sometimes,2,0 days,Rarely,Most of the time,No,No,No,No,No
293,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Most of the time,2,0 days,Always,Rarely,Yes,No, , , 
294,No,No,Yes,14 years old,Female,1 time,4 or 5 times,Most of the time,3 or more,1 or 2 days,Rarely,Rarely,Yes,Yes,No,No,No
295,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No, , , 
296,No,No,No,14 years old,Male,0 times,0 times,Most of the time,1,0 days,Sometimes,Rarely,Yes,No,No,Yes,No
297,No,No,No,14 years old,Female,0 times,0 times,Rarely,1,0 days,Sometimes,Sometimes,No,No,No,Yes,No
298,Yes,Yes,No,14 years old,Male,0 times,0 times,Rarely,0,0 days,Sometimes,Most of the time,No,No, , , 
299,No,Yes,No,14 years old,Female,0 times,0 times,Most of the time,1,0 days,Sometimes,Most of the time,Yes,No,No,No,No
300,No,Yes,Yes,14 years old,Male,0 times,0 times,Sometimes,1,3 to 5 days,Rarely,Never,No,Yes,No,Yes,No
301,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Rarely,No,No, , , 
302,Yes,Yes,No,14 years old,Female,0 times,0 times,Sometimes,1,0 days,Sometimes,Most of the time,No,No,No,No,No
303,No,No,No,14 years old,Female,0 times,0 times,Rarely,1,0 days,Most of the time,Never,No,No,No,Yes,No
304,No,Yes,Yes,15 years old,Female,0 times,2 or 3 times,Rarely,0,1 or 2 days,Sometimes,Most of the time,No,Yes,No,No,No
305,No,No,Yes,14 years old,Male,1 time,2 or 3 times,Most of the time,3 or more,0 days,Sometimes,Rarely,Yes,No, , , 
306, ,No,No,14 years old,Male,0 times,0 times,Never,3 or more,0 days,Sometimes,Rarely,No,No, , , 
307,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No, , , 
308,No,Yes,Yes,14 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
309,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,Yes,No,No
310,Yes,Yes,Yes,15 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Rarely,Always,No,No,No,No,No
311,No,No,No,15 years old,Female,0 times,0 times,Sometimes,2,0 days,Most of the time,Always,No,No, , , 
312,No,No,Yes,15 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Rarely,Most of the time,No,Yes,No,No,No
313,No,Yes,No,15 years old,Male,1 time,1 time,Most of the time,0,0 days,Always,Rarely,Yes,No,No,Yes,Yes
314,No,Yes,Yes,16 years old,Female,1 time,0 times,Most of the time,0,0 days,Rarely,Rarely,Yes,No,No,No,No
315,Yes,No,No,15 years old,Female,0 times,1 time,Sometimes,3 or more,1 or 2 days,Rarely,Most of the time,No,Yes,No,No,No
316,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
317,Yes,No,Yes,15 years old,Female,2 or 3 times,0 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No,No,Yes,No
318,No,No,No,15 years old,Male,0 times,0 times,Rarely,1,0 days,Rarely,Rarely,No,No,No,No,No
319,No,No,No,17 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No,No,No,No
320,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
321,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
322,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
323,No,No,Yes,16 years old,Female,1 time,0 times,Most of the time,1,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
324,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,0,0 days,Never,Never,Yes,No,No,No,No
325,Yes,Yes,No,15 years old,Male,1 time,0 times,Most of the time,2,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,No,No
326,No,Yes,No,15 years old,Female,0 times,1 time,Most of the time,1,0 days,Sometimes,Never,Yes,No,No,No,No
327,Yes,Yes,No,15 years old,Female,0 times,0 times,Sometimes,2,1 or 2 days,Never,Never,No,Yes, , , 
328,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No,No,Yes,Yes
329,No,Yes,No,15 years old,Female,2 or 3 times,0 times,Rarely,1,1 or 2 days,Most of the time,Never,No,Yes,No,No,No
330,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
331,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No, , , 
332,Yes,No,Yes,15 years old,Female,1 time,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
333,No,No,No,15 years old,Female,0 times,0 times,Rarely,2,0 days,Rarely,Most of the time,No,No,No,No,No
334,No,No,No,15 years old,Female,0 times, ,Most of the time,2,0 days,Rarely,Never,Yes,No,No,No,No
335,No,Yes,Yes,16 years old,Female,0 times,0 times,Always,2,3 to 5 days,Never, ,Yes,Yes,No,Yes,No
336,Yes,Yes,No,15 years old,Female,0 times,0 times,Always,0,0 days,Most of the time,Sometimes,Yes,No, , , 
337,No,No,Yes,16 years old,Male,1 time,1 time,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,Yes,No
338,No,Yes,Yes,15 years old,Female,1 time,0 times,Most of the time,2,6 to 9 days,Sometimes,Always,Yes,Yes,No,No,No
339,No,No,No,15 years old,Female,0 times,0 times,Rarely,1,0 days,Most of the time,Most of the time,No,No, , , 
340,Yes,Yes,Yes,15 years old,Female,1 time,2 or 3 times,Rarely,0,1 or 2 days,Never,Rarely,No,Yes,No,No,No
341,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Most of the time,Always,No,No,No,No,No
342,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No, , , 
343,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,1,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
344,No,Yes,Yes,16 years old,Male,0 times,0 times,Sometimes,1,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
345,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,1,0 days,Most of the time,Always,Yes,No,No,No,No
346,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Never,No,No,No,No,No
347,No,Yes,No,15 years old,Female,1 time,0 times,Most of the time,0,3 to 5 days,Sometimes,Never,Yes,Yes,No,Yes,No
348,No,No,No,15 years old,Male,0 times,0 times,Rarely,0,0 days,Never,Never,No,No, , , 
349,No,No,No,15 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
350,No,Yes,Yes,15 years old,Male,0 times,2 or 3 times,Most of the time,1,1 or 2 days,Sometimes,Most of the time,Yes,Yes,No,Yes,No
351,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No, , , 
352,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Never,No,No, , , 
353,No,No,No,16 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,No,No,No
354,No,Yes,Yes,15 years old,Female,0 times,0 times,Most of the time,0,3 to 5 days,Sometimes,Never,Yes,Yes, , , 
355,No,Yes,No,16 years old,Male,1 time,1 time,Rarely,0,6 to 9 days,Most of the time,Most of the time,No,Yes,No,No,No
356,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Most of the time,No,No,No,No,No
357,No,Yes,No,15 years old,Male,1 time,4 or 5 times,Most of the time,0,0 days,Rarely,Rarely,Yes,No,No,Yes,Yes
358,Yes,No,Yes,15 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
359,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,Yes,No
360,No,No,Yes,15 years old,Male,0 times,2 or 3 times,Sometimes,1,6 to 9 days,Always,Always,No,Yes,No,Yes,No
361,No,No,No,17 years old,Female,0 times,0 times,Never,1,0 days,Rarely,Sometimes,No,No,No,No,No
362,No,No,No,16 years old,Male,0 times,2 or 3 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No,No,No,No
363,No,No,No,16 years old,Female,0 times,0 times,Sometimes,0,0 days,Rarely,Sometimes,No,No,No,No,No
364,Yes,Yes,No,16 years old,Female,0 times,0 times,Sometimes,1,1 or 2 days,Sometimes,Sometimes,No,Yes,No,No,No
365,No,No,Yes,16 years old,Female,0 times,2 or 3 times,Sometimes,0,0 days,Sometimes,Most of the time,No,No,No,No,No
366,No,No,No,16 years old,Male,0 times,2 or 3 times,Rarely,0,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
367,No,No,No,17 years old,Male,0 times,2 or 3 times,Rarely,3 or more,3 to 5 days,Most of the time,Rarely,No,Yes,No,No,No
368,Yes,Yes,No,16 years old,Male,0 times,0 times,Rarely,0,0 days,Sometimes,Rarely,No,No,No,No,No
369,No,Yes,No,16 years old,Female,2 or 3 times,0 times,Most of the time,0,3 to 5 days,Rarely,Always,Yes,Yes,No,No,No
370,No,No,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Most of the time,No,No,No,No,No
371,No,Yes,No,16 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
372,Yes,Yes,Yes,16 years old,Male,0 times,0 times,Most of the time,1,6 to 9 days,Sometimes, ,Yes,Yes,No,Yes,No
373,Yes,No,No,16 years old,Female,2 or 3 times,0 times,Most of the time,0,6 to 9 days,Most of the time,Sometimes,Yes,Yes,No,No,No
374,No,Yes,No,16 years old,Female,0 times,1 time,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
375,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
376,No,No,No,16 years old,Male,0 times,0 times,Never,1,0 days,Most of the time,Always,No,No, , , 
377,No,Yes,Yes,17 years old,Male,1 time,2 or 3 times,Sometimes,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
378,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Always,No,No,No,No,No
379,Yes,Yes,No,16 years old,Female,1 time,0 times,Sometimes,3 or more,0 days,Always,Rarely,No,No,No,Yes,No
380,Yes,Yes,Yes,16 years old,Female,1 time,4 or 5 times,Always,0,1 or 2 days,Never,Rarely,Yes,Yes,No,No,No
381,No,No,Yes,16 years old,Female,0 times,1 time,Most of the time,3 or more,0 days,Sometimes,Sometimes,Yes,No,No,No,No
382,No,Yes,Yes,17 years old,Male,1 time,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Sometimes,Yes,Yes,No,No,No
383,Yes,No,No,15 years old,Male,0 times,0 times,Most of the time,2,0 days,Sometimes,Always,Yes,No,No,No,No
384,No,No,No,14 years old,Male,1 time,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No, , , 
385,No,No,No,13 years old,Male,0 times,0 times,Most of the time,3 or more, , , ,Yes, , , , 
386,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Rarely,Always,No,Yes, , , 
387,Yes,Yes,Yes,13 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Rarely,Yes,Yes,No,No,No
388,Yes,No,No,14 years old,Female,12 or more times,0 times,Most of the time,0,3 to 5 days,Never,Never,Yes,Yes, , , 
389,No,No,No,14 years old,Female,0 times,0 times,Never,1,0 days,Sometimes,Rarely,No,No, , , 
390,Yes,No,No,14 years old,Male,0 times,0 times,Most of the time,1,3 to 5 days,Most of the time,Rarely,Yes,Yes, , , 
391,No,No,No,13 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
392,No,No,No,14 years old,Female,0 times,6 or 7 times,Never, , , , ,No, ,No,Yes,No
393,No,No,Yes,14 years old,Male,0 times,0 times,Most of the time,0,3 to 5 days,Sometimes,Most of the time,Yes,Yes,No,No,No
394,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,3 to 5 days,Sometimes,Most of the time,No,Yes, , , 
395,No,No,Yes,15 years old,Female,1 time,4 or 5 times,Sometimes,1,0 days,Most of the time,Always,No,No, , , 
396,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,10 or more days,Rarely,Never,No,Yes, , , 
397,Yes,Yes,Yes,15 years old,Male,0 times,0 times,Most of the time,2,6 to 9 days,Sometimes,Always,Yes,Yes,No,No,No
398,No,No,No,12 years old, ,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No, , , 
399,No,No,No,17 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes, , , 
400,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Rarely,Never,No,No, , , 
401,No,No,No,14 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Rarely,Never,Yes,No, , , 
402,Yes,No,No,14 years old,Male,0 times,1 time,Most of the time,3 or more,3 to 5 days,Never,Always,Yes,Yes, , , 
403,No,No,No,15 years old,Male,1 time,0 times,Never,3 or more,0 days,Most of the time,Never,No,No, , , 
404,No,No,No,15 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Sometimes,No,No, , , 
